,study_accession,experiment_accession,experiment_title,sample_taxon_id,sample_scientific_name,experiment_library_strategy,experiment_library_source,experiment_library_selection,sample_accession,sample_alias,experiment_instrument_model,pool_member_spots,run_1_size,run_1_accession,run_1_total_spots,run_1_total_bases
337,SRP398261,SRX17641489,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2814,4743398,SRR21641228,2814,5002166
338,SRP398261,SRX17641488,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2797,4650186,SRR21641229,2797,4903843
339,SRP398261,SRX17641487,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2769,4809926,SRR21641230,2769,5072996
340,SRP398261,SRX17641486,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2612,4348642,SRR21641231,2612,4579283
341,SRP398261,SRX17641485,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2530,4502686,SRR21641232,2530,4751706
342,SRP398261,SRX17641484,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2749,4668371,SRR21641233,2749,4926599
343,SRP398261,SRX17641483,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2609,4431397,SRR21641234,2609,4675854
344,SRP398261,SRX17641482,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2656,4335081,SRR21641235,2656,4566608
345,SRP398261,SRX17641481,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2563,4687402,SRR21641236,2563,4949456
346,SRP398261,SRX17641480,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2591,6496120,SRR21641237,2591,6907143
347,SRP398261,SRX17641479,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2521,4461618,SRR21641238,2521,4706481
348,SRP398261,SRX17641478,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2517,4522706,SRR21641239,2517,4769366
349,SRP398261,SRX17641477,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2601,3731132,SRR21641240,2601,3915380
350,SRP398261,SRX17641476,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2602,4565198,SRR21641241,2602,4814323
351,SRP398261,SRX17641475,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2615,5945104,SRR21641242,2615,6315433
352,SRP398261,SRX17641474,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2770,5162488,SRR21641243,2770,5463091
353,SRP398261,SRX17641473,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2735,4387823,SRR21641244,2735,4619954
354,SRP398261,SRX17641472,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2594,3324196,SRR21641245,2594,3479081
355,SRP398261,SRX17641471,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2520,4621846,SRR21641246,2520,4881864
356,SRP398261,SRX17641470,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2791,5044531,SRR21641247,2791,5334357
357,SRP398261,SRX17641469,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2768,4862658,SRR21641248,2768,5136954
358,SRP398261,SRX17641468,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2816,2069911,SRR21641249,2816,2251985
359,SRP398261,SRX17641467,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2515,4460698,SRR21641250,2515,4701052
360,SRP398261,SRX17641466,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2815,1766305,SRR21641251,2815,1906254
361,SRP398261,SRX17641465,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2694,4838148,SRR21641252,2694,5412487
362,SRP398261,SRX17641464,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2734,5063099,SRR21641253,2734,5671281
363,SRP398261,SRX17641463,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2787,1553674,SRR21641254,2787,1664917
364,SRP398261,SRX17641462,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2744,3760551,SRR21641255,2744,4183162
365,SRP398261,SRX17641461,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2646,3301558,SRR21641256,2646,3660222
366,SRP398261,SRX17641460,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2659,2971652,SRR21641257,2659,3285572
367,SRP398261,SRX17641459,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2629,5772768,SRR21641258,2629,6483070
368,SRP398261,SRX17641458,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2739,3542983,SRR21641259,2739,3932749
369,SRP398261,SRX17641457,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2671,2953188,SRR21641260,2671,3261974
370,SRP398261,SRX17641456,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2782,5002259,SRR21641261,2782,5288332
371,SRP398261,SRX17641455,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2656,5385430,SRR21641262,2656,6041200
372,SRP398261,SRX17641454,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2772,2773038,SRR21641263,2772,3054925
373,SRP398261,SRX17641453,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2640,4073309,SRR21641264,2640,4540958
374,SRP398261,SRX17641452,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2662,3050226,SRR21641265,2662,3377568
375,SRP398261,SRX17641451,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2846,2604236,SRR21641266,2846,2863731
376,SRP398261,SRX17641450,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2768,3569820,SRR21641267,2768,3964457
377,SRP398261,SRX17641449,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2844,1966701,SRR21641268,2844,2135645
378,SRP398261,SRX17641448,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2719,2646604,SRR21641269,2719,2910922
379,SRP398261,SRX17641447,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2695,5226689,SRR21641270,2695,5910140
380,SRP398261,SRX17641446,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2673,5481553,SRR21641271,2673,6151685
381,SRP398261,SRX17641445,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2670,4712645,SRR21641272,2670,4972873
382,SRP398261,SRX17641444,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2593,5777854,SRR21641273,2593,6491880
383,SRP398261,SRX17641443,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2764,5238866,SRR21641274,2764,5872413
384,SRP398261,SRX17641442,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2749,4147647,SRR21641275,2749,4624532
385,SRP398261,SRX17641441,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2701,2870935,SRR21641276,2701,3166369
386,SRP398261,SRX17641440,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2834,1748722,SRR21641277,2834,1885792
387,SRP398261,SRX17641439,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2786,2765903,SRR21641278,2786,3049046
388,SRP398261,SRX17641438,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2687,2948439,SRR21641279,2687,3257395
389,SRP398261,SRX17641437,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2719,2957760,SRR21641280,2719,3268738
390,SRP398261,SRX17641436,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2826,2273371,SRR21641281,2826,2483045
391,SRP398261,SRX17641435,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2608,3933314,SRR21641282,2608,4379013
392,SRP398261,SRX17641434,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2459,6116164,SRR21641283,2459,6497848
393,SRP398261,SRX17641433,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2703,4583132,SRR21641284,2703,5120431
394,SRP398261,SRX17641432,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2754,4469652,SRR21641285,2754,4990660
395,SRP398261,SRX17641431,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2761,2853454,SRR21641286,2761,3149743
396,SRP398261,SRX17641430,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2712,4909143,SRR21641287,2712,5494758
397,SRP398261,SRX17641429,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2617,2862797,SRR21641288,2617,3161236
398,SRP398261,SRX17641428,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2815,2005516,SRR21641289,2815,2179747
399,SRP398261,SRX17641427,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2789,2648295,SRR21641290,2789,2911967
400,SRP398261,SRX17641426,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2703,3402649,SRR21641291,2703,3774890
401,SRP398261,SRX17641425,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2804,2162104,SRR21641292,2804,2358481
402,SRP398261,SRX17641424,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2886,2549034,SRR21641293,2886,2798673
403,SRP398261,SRX17641423,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2644,2998236,SRR21641294,2644,3314839
404,SRP398261,SRX17641422,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2604,5661112,SRR21641295,2604,6359888
405,SRP398261,SRX17641421,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2769,4540609,SRR21641296,2769,4784653
406,SRP398261,SRX17641420,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2768,4764022,SRR21641297,2768,5338190
407,SRP398261,SRX17641419,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2723,2962386,SRR21641298,2723,3272205
408,SRP398261,SRX17641418,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2842,2289936,SRR21641299,2842,2501800
409,SRP398261,SRX17641417,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2708,3495273,SRR21641300,2708,3877390
410,SRP398261,SRX17641416,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2682,3834598,SRR21641301,2682,4296859
411,SRP398261,SRX17641415,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2833,2469101,SRR21641302,2833,2708939
412,SRP398261,SRX17641414,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2846,2216802,SRR21641303,2846,2419603
413,SRP398261,SRX17641413,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2754,3869383,SRR21641304,2754,4309028
414,SRP398261,SRX17641412,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2776,4677761,SRR21641305,2776,5229475
415,SRP398261,SRX17641411,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2733,3417589,SRR21641306,2733,3788404
416,SRP398261,SRX17641410,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2580,4525451,SRR21641307,2580,4769784
417,SRP398261,SRX17641409,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2684,5409705,SRR21641308,2684,6067573
418,SRP398261,SRX17641408,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2829,3530132,SRR21641309,2829,3918275
419,SRP398261,SRX17641407,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2627,3577567,SRR21641310,2627,3972170
420,SRP398261,SRX17641406,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2642,3714488,SRR21641311,2642,4131483
421,SRP398261,SRX17641405,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2817,1981452,SRR21641312,2817,2152525
422,SRP398261,SRX17641404,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2707,4160494,SRR21641313,2707,4635016
423,SRP398261,SRX17641403,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2712,2709920,SRR21641314,2712,2983536
424,SRP398261,SRX17641402,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2670,2620707,SRR21641315,2670,2883360
425,SRP398261,SRX17641401,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2732,4245612,SRR21641316,2732,4741843
426,SRP398261,SRX17641400,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2768,5073148,SRR21641317,2768,5679845
427,SRP398261,SRX17641399,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2710,3476880,SRR21641318,2710,3642167
428,SRP398261,SRX17641398,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2770,4711747,SRR21641319,2770,4970406
429,SRP398261,SRX17641397,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2709,4857121,SRR21641320,2709,5135767
430,SRP398261,SRX17641396,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2702,4941906,SRR21641321,2702,5223543
431,SRP398261,SRX17641395,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2489,4312923,SRR21641322,2489,4544374
432,SRP398261,SRX17641394,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2648,4201860,SRR21641323,2648,4422959
433,SRP398261,SRX17641393,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2607,3261440,SRR21641324,2607,3409956
434,SRP398261,SRX17641392,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2715,4710442,SRR21641325,2715,4971777
435,SRP398261,SRX17641391,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2787,4542747,SRR21641326,2787,4789004
436,SRP398261,SRX17641390,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2923,5275875,SRR21641327,2923,5588212
437,SRP398261,SRX17641389,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2506,4400232,SRR21641328,2506,4644424
438,SRP398261,SRX17641388,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2753,4685309,SRR21641329,2753,4944158
439,SRP398261,SRX17641387,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2757,4647364,SRR21641330,2757,4903963
440,SRP398261,SRX17641386,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2662,4457536,SRR21641331,2662,4700999
441,SRP398261,SRX17641385,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2760,4393961,SRR21641332,2760,4628507
442,SRP398261,SRX17641384,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2710,4867604,SRR21641333,2710,5142156
443,SRP398261,SRX17641383,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2694,6421652,SRR21641334,2694,6838268
444,SRP398261,SRX17641382,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2580,3884127,SRR21641335,2580,4080599
445,SRP398261,SRX17641381,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2557,4396902,SRR21641336,2557,4634931
446,SRP398261,SRX17641380,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2688,4648639,SRR21641337,2688,4902480
447,SRP398261,SRX17641379,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2721,4285333,SRR21641338,2721,4512375
448,SRP398261,SRX17641378,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2659,4188577,SRR21641339,2659,4405735
449,SRP398261,SRX17641377,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2560,4298424,SRR21641340,2560,4526010
450,SRP398261,SRX17641376,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2878,7371111,SRR21641341,2878,7852776
451,SRP398261,SRX17641375,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2708,4040721,SRR21641342,2708,4248908
452,SRP398261,SRX17641374,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2907,4999025,SRR21641343,2907,5283068
453,SRP398261,SRX17641373,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2763,4667958,SRR21641344,2763,4921523
454,SRP398261,SRX17641372,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2496,4505675,SRR21641345,2496,4752294
455,SRP398261,SRX17641371,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2764,4202675,SRR21641346,2764,4424113
456,SRP398261,SRX17641370,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2841,4742172,SRR21641347,2841,5003586
457,SRP398261,SRX17641369,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2790,6894965,SRR21641348,2790,7331090
458,SRP398261,SRX17641368,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2552,4408332,SRR21641349,2552,4647228
459,SRP398261,SRX17641367,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2622,3352290,SRR21641350,2622,3509182
460,SRP398261,SRX17641366,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2774,1917363,SRR21641351,2774,2079802
461,SRP398261,SRX17641365,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2699,2668858,SRR21641352,2699,2940416
462,SRP398261,SRX17641364,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2781,1924573,SRR21641353,2781,2086374
463,SRP398261,SRX17641363,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2720,2690067,SRR21641354,2720,2960464
464,SRP398261,SRX17641362,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2806,2196249,SRR21641355,2806,2397409
465,SRP398261,SRX17641361,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2726,3174661,SRR21641356,2726,3513065
466,SRP398261,SRX17641360,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2857,2477206,SRR21641357,2857,2715632
467,SRP398261,SRX17641359,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2688,4267807,SRR21641358,2688,4758529
468,SRP398261,SRX17641358,WGS of Dyckia ibiramensis,1520601,Dyckia ibiramensis,WGS,GENOMIC,RANDOM,SRS15175584,LFDGVibira1,MinION,2821,1749615,SRR21641359,2821,1887417
